"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source"
"131","Dalmutladdo.Bjune.2004","PYT2BEJZUJ7",20.72,69.17,"NEU","Pollen","Pollen (calibrated)",10514,148,148,"Annual","P","Arctic Holocene"
"132","Dantecave.Sletten.2013","S2LRNNRQiP9T5J",17.8833,-19.4,"WSAF","Speleothem","Speleothem (d18O)",4600,12,13,"Summer","P","SISAL"
"133","Dantecave.Sletten.2013","S2LRU08Wwzef9a",17.8833,-19.4,"WSAF","Speleothem","Speleothem (d13C)",4600,12,13,"Summer","P-E","SISAL"
"134","DaQaidam.Qi.1981","OLS_RnNx75wT6Qd",95.2,38,"ECA","Lake Deposits","Lake Deposits",10319,1149,2252.5,"Annual","P-E","Oxford Lake Levels Database"
"135","Darkcave.Jiang.2013","S2LR1X4Pheb1ZE",106.1667,27.2,"EAS","Speleothem","Speleothem (d18O)",4325.26979507,24.3837769000002,24.368787185,"Summer","P","SISAL"
"136","DarzlubieForest.Polska-JasiewiczOwa.1996","ReFEWQNk5Mc",18.17,54.7,"WCE","Pollen","Pollen (calibrated)",10815.13,112.039999999999,111.435,"Annual","P","Marsicek et al. (2018)"
"137","Decoy.Szeicz.1991","M2Llk3o07vaP",-80.37,43.23,"ENA","Pollen","Pollen (calibrated)",10903,102,102,"Annual","P","Marsicek et al. (2018)"
"138","Deep.Marsicek.2013","NAm2kHydro215",-70.5778,41.6243,"ENA","Pollen","Pollen (calibrated)",11000,50,50,"Annual","P","Other"
"139","Delingha.Yang.2021","WEBe297c3e8",97.78,37.48,"ECA","Other","Other (calibrated)",6628,5,5,"Annual","P","Other"
"140","Delorme1.Bouchard.1982","M2Lnavcl7qqP",-69.92,54.42,"NEN","Pollen","Pollen (calibrated)",5645,361,361.5,"Annual","P","Marsicek et al. (2018)"
"141","Delorme2.Bouchard.1982","M2Ldgzz39jxP",-69.93,54.42,"NEN","Pollen","Pollen (calibrated)",6677,148,112,"Annual","P","Marsicek et al. (2018)"
"142","Demont.Kapp.NA","M2L4lk0oe4cP",-85,43.48,"ENA","Pollen","Pollen (calibrated)",10779,222.5,222,"Annual","P","Marsicek et al. (2018)"
"143","DeSotocaverns.Aharon.2013","S2LRaRacqzp90y",-86.3667,33.3722,"ENA","Speleothem","Speleothem (d18O)",4203.92626857886,1.55696202000036,1.55696202000036,"Annual","P","SISAL"
"144","Devils.Shuman.2016","M2LrgccxouoP",-89.73,43.42,"ENA","Pollen","Pollen (calibrated)",10865,111.8,111.8,"Annual","P","Marsicek et al. (2018)"
"145","DevonIslandGlacier.McAndrews.1984","M2L92hd3tfiP",-82.5,75.35,"NEN","Pollen","Pollen (calibrated)",8682,43,42,"Annual","P","Marsicek et al. (2018)"
"146","Didwana.Singh.1972","OLS_R4YTlXp5Scl",74.58,27.33,"SAS","Lake Deposits","Lake Deposits",10319,1149,4355,"Annual","P-E","Oxford Lake Levels Database"
"147","Disbeliefcave.Lorrey.2008","S2LRe4xCSSTpUK",177.52,-38.82,"NZ","Speleothem","Speleothem (d13C)",7059.5028,154.5664,156.89155,"Annual","P-E","SISAL"
"148","DobiHanle.Fontes.1973","OLS_RcDGJfqpBeC",42,11.5,"NEAF","Lake Deposits","Lake Deposits",10319,1149,1350,"Annual","P-E","Oxford Lake Levels Database"
"149","DolgoeLake.Wolfe.2000","PYTNDP0RV0M",127.07,71.87,"RAR","Lake Sediment d18O","Lake Sediment (d18O)",9940.7,306.3,306.3,"Annual","P-E","Arctic Holocene"
"150","DolgoeLake.Wolfe.2000","PYTISXSSSBC",127.07,71.87,"RAR","Pollen","Pollen (calibrated)",11918.2,216.95,217.825,"Annual","P","Arctic Holocene"
"151","DomeF.Uemura.2018","WEBc6552302",39.67,-77.3167,"EAN","Glacier Ice","Glacier Ice",11963.28,35.4899999999998,35.5799999999999,"Annual","P","Other"
"152","Donggecave.Yuan.2004","S2LRbPwlTL981A",108.0833,25.2833,"EAS","Speleothem","Speleothem (d18O)",8880,4,4,"Summer","P","SISAL"
"153","Donggecave.Yuan.2004","S2LRRAIihHA4uf",108.0833,25.2833,"EAS","Speleothem","Speleothem (d18O)",11998.1515,12.82125,12.163,"Summer","P","SISAL"
"154","Donvold.Nilssen.1983","RtYUoclBTNp",13.58,68.13,"NEU","Pollen","Pollen (calibrated)",9451.67,155.82,153.355,"Annual","P","Marsicek et al. (2018)"
"155","DosAnascave.Fensterer.2013","S2LR6km5mqhjli",-83.97,22.38,"CAR","Speleothem","Speleothem (d18O)",11938.3,5.69999999999982,6.29999999999927,"Summer","P","SISAL"
"156","DP30PC.Goudeau.2014","WEB11f584ef",17.8008,39.8345,"MED","Other","Other (not calibrated)",11991.14,21.9200000000001,21.9200000000001,"Annual","P","Other"
"157","Duck.Winkler.1982","OLS_RSzZCo2C7Xj",-70,41.93,"ENA","Lake Deposits","Lake Deposits",10319,1149,3155,"Annual","P-E","Oxford Lake Levels Database"
"158","Dune.Finney.2012","GHe9193cd5dp",-149.9,64.42,"NWN","Other","Other (not calibrated)",11321.849,16.6959999999999,16.716,"Annual","P-E","Other"
"159","Dura-Moor.Seiwald.1980","Rn7kW51cjVy",11.46,46.64,"WCE","Pollen","Pollen (calibrated)",10854.36,107.305,106.59,"Annual","P","Marsicek et al. (2018)"
"160","Eagle.Bradbury.1986b","OLS_RmAdBHcBBxv",146.5,-42.67,"SAU","Lake Deposits","Lake Deposits",10319,1149,2240,"Annual","P-E","Oxford Lake Levels Database"
"161","EC1.Gajewski.1993","M2Lo9gvqgkwP",-75.1,56.28,"NEN","Pollen","Pollen (calibrated)",6552,166,163.5,"Annual","P","Marsicek et al. (2018)"
"162","EC2.Gajewski.1991","M2Lr5wm8ssgP",-74.95,56.02,"NEN","Pollen","Pollen (calibrated)",6300,134,134,"Annual","P","Marsicek et al. (2018)"
"163","Edward.Russell.2003","LPDcaf92221",29.75,-0.4167,"SEAF","Other","Other (not calibrated)",5400,20,20,"Annual","P-E","Other"
"164","ELake.Ritchie.1976","M2Lnti1i67kP",-99.66,50.69,"NEN","Pollen","Pollen (calibrated)",10487,218.5,274,"Annual","P","Marsicek et al. (2018)"
"165","ElCondorcave.Cheng.2013","S2LRLfv6iCnPNE",-77.3,-5.93,"NWS","Speleothem","Speleothem (d18O)",6030,50,50,"Summer","P","SISAL"
"166","ElCondorcave.Cheng.2013","S2LRcMafCoSS3V",-77.3,-5.93,"NWS","Speleothem","Speleothem (d18O)",7670,130,130,"Summer","P","SISAL"
"167","Eldora.Maher.1969","M2Loyb6cjt9P",-105.58,39.94,"WNA","Pollen","Pollen (calibrated)",8630.9,175.4,184.65,"Annual","P","Temp12k"
"168","ElJunco.Colinvaux.1972","OLS_RGysUHCqwty",-89.45,-0.87,"EPO","Lake Deposits","Lake Deposits",10319,1149,3470,"Annual","P-E","Oxford Lake Levels Database"
"169","ElJunco.Zhang.2014","LS14ZHJU01A",-89.4833,-0.9,"EPO","Leaf Wax dD","Leaf Wax (dD)",9099.9,85.5,84,"Annual","P","Other"
"170","Elk.Dean.1984","OLS_RbCXxgX9u9f",-95.21,47.21,"CNA","Lake Deposits","Lake Deposits",10319,1174.5,3210,"Annual","P-E","Oxford Lake Levels Database"
"171","Elsinore.Kirby.2019","WEBc66a4fba",-117.3542,33.6733,"NCA","Lake Sediment d18O","Lake Sediment (d18O)",10892.1,14.8000000000006,14.8500000000004,"Summer","P","Other"
"172","Elsinore.Kirby.2019","WEBa4950857",-117.3542,33.6733,"NCA","Other","Other (not calibrated)",10894.6,10.5999999999995,10.5,"Winter","P","Other"
"173","ElSoplaocave.Rossi.2018","S2LRIixYo5wDj1",-4.3937,43.2962,"MED","Speleothem","Speleothem (d18O)",4008.1109091,12.51880342,12.5042735099996,"Annual","P","SISAL"
"174","Emerald.Shuman.2014","GHa731d22a",-106.406,39.152,"WNA","Other","Other (not calibrated)",11650,50,50,"Annual","P-E","Other"
"175","EmeraldLake.JimenezMoreno.2019","WEB5e2b610d",-106.406,39.1518,"WNA","Pollen","Pollen (not calibrated)",10251,165,174,"Winter","P-E","wNA"
"176","Ennadai-1.Nichols.1967","M2LyqvhaodqP",-100.9167,61.1667,"NEN","Pollen","Pollen (calibrated)",6028.2,207,207,"Annual","P","Arctic Holocene"
"177","Ennadai-2.Nichols.1975","M2Li8t1s270P",-100.95,61.24,"NEN","Pollen","Pollen (calibrated)",4756.2,31,31,"Annual","P","Marsicek et al. (2018)"
"178","EnneriBardague.Bottcher.1972","OLS_RphnQDokp38",17,21.5,"SAH","Lake Deposits","Lake Deposits",10319,1149,1120,"Annual","P-E","Oxford Lake Levels Database"
"179","EnosLake.Brown.2006","WEB10ea8a20",-124.15,49.28,"WNA","Pollen","Pollen (calibrated)",10405,153,152,"Annual","P","wNA"
"180","EPICADomeC.Stenni.2010","WEBdb3dc48a",123.3953,-75.1019,"EAN","Glacier Ice","Glacier Ice",11987.91183902,18.8105499999997,18.8076199999996,"Annual","P","Other"
"181","Etangd'yCorMontana.Welten.1982","RfxpILGWRtp",7.48,46.31,"WCE","Pollen","Pollen (calibrated)",10643.48,131.73,129.715,"Annual","P","Marsicek et al. (2018)"
"182","Euramoo.Kershaw.1970","OLS_Rr8es7LpU7s",145.63,-17.17,"NAU","Lake Deposits","Lake Deposits",10319,1149,2252.5,"Annual","P-E","Oxford Lake Levels Database"
"183","Fachi.Faure.1966","OLS_RKoQn911SXJ",11.67,18.12,"SAH","Lake Deposits","Lake Deposits",10319,1149,1172.5,"Annual","P-E","Oxford Lake Levels Database"
"184","FelkerLake.Galloway.2011","WEB30fe1262",-121.9953,51.95,"NWN","Other","Other (not calibrated)",10648.5,142.2,141.95,"Annual","P-E","wNA"
"185","Ferndale.Albert.1981","M2LjiqhzlxgP",-95.81,34.41,"CNA","Pollen","Pollen (calibrated)",7362,50,49,"Annual","P","Temp12k"
"186","Fiskebolvatnet.Balascio.2012","GH340eae2e",14.802,68.413,"NEU","Other","Other (not calibrated)",9114,20,20,"Annual","P-E","Other"
"187","Flarken.Berglund.1966","RxIZEYrqJdt",13.67,58.58,"NEU","Pollen","Pollen (calibrated)",10605.56,76.2200000000003,81.5499999999997,"Annual","P","Marsicek et al. (2018)"
"188","FlowerValley.Balascio.2013","GH2d478757dp",-37.69,65.61,"GIC","Leaf Wax dD","Leaf Wax (dD)",8252,313,318,"Summer","P-E","Other"
"189","FontaineHenry.Lespez.2008","RUctejGkQtc",-0.45,49.28,"WCE","Pollen","Pollen (calibrated)",4748,61.8100000000004,62.025,"Annual","P","Marsicek et al. (2018)"
"190","FortRock.Bedwell.1970","OLS_RHt0P2iCpt5",-120.75,43.17,"WNA","Lake Deposits","Lake Deposits",10319,1149,3734,"Annual","P-E","Oxford Lake Levels Database"
"191","FoyLake.Stone.2008","GH96f3a962",-114.4,48.2,"WNA","Other","Other (not calibrated)",10082.17,6,6.97499999999945,"Annual","P-E","Other"
"192","Frome.Bowler.1986","OLS_RTxbwsdvMwm",139.83,-30.75,"SAU","Lake Deposits","Lake Deposits",10319,1149,1120,"Annual","P-E","Oxford Lake Levels Database"
"193","Fucino.Giraudi.MS","OLS_RxuZP3d0SlG",13.55,42,"MED","Lake Deposits","Lake Deposits",10319,1217.5,2870,"Annual","P-E","Oxford Lake Levels Database"
"194","Fukugaguchicave.Sone.2013","S2LRjzNSFesB0T",137.8,36.9917,"EAS","Speleothem","Speleothem (d18O)",9997.247,6.3700000000008,6.3700000000008,"Winter","P","SISAL"
"195","Furongcave.T.-Y..2011","S2LR0spuNC2W1u",107.9036,29.2289,"EAS","Speleothem","Speleothem (d18O)",5857.85,33.9619047650003,34.78333333,"Summer","P","SISAL"
"196","Gass.Webb.1983","M2L3uoh070eP",-87.73,44.05,"ENA","Pollen","Pollen (calibrated)",10855,254,229,"Annual","P","Marsicek et al. (2018)"
"197","GB1.Gajewski.1991","M2Lcv0b40cmP",-75.25,55.11,"NEN","Pollen","Pollen (calibrated)",6390,324,324,"Annual","P","Marsicek et al. (2018)"
"198","GB2.Gajewski.1993","M2Ljlk4916zP",-75.28,56.1,"NEN","Pollen","Pollen (calibrated)",7169,118,113,"Annual","P","Marsicek et al. (2018)"
"199","GC2.Lamy.2010","WEB843e2ae7",-72.9295,-52.8103,"SSA","Pollen","Pollen (not calibrated)",11898.1,106.21,106.21,"Annual","P","Other"
"200","Gempabumicave.Krause.2019","S2LRaXy9OgKMGE",120,-5,"SEA","Speleothem","Speleothem (d18O)",11950,40,40,"Summer","P","SISAL"
"201","GeoB20610-2.Miller.2020","WEB8ffb0dbb",34.7257,-25.0449,"ESAF","Leaf Wax dD","Leaf Wax (dD)",6527.9,73.5,72.8,"Annual","P","Other"
"202","GeoB3910.Jaeschke.2007","WEB8a35bba5",-36.3,-4.2,"NES","Other","Other (not calibrated)",11520,40,40,"Annual","P-E","Other"
"203","GeoB4905.Weldeab.2005","WEB45411107",9.4,2.5,"CAF","Leaf Wax dD","Leaf Wax (dD)",11710,140,145,"Annual","P","Other"
"204","GeoB6518.Schefuss.2005","WEB2ba16237",11.2217,-5.5883,"CAF","Leaf Wax dD","Leaf Wax (dD)",11822,100,120,"Annual","P","Other"
"205","GeoB7920-2.Collins.2013","WEB20f89efc",-18.5817,20.7517,"SAH","Other","Other (not calibrated)",11209,306,306,"Annual","P","Other"
"206","GeoB8331_4","WEB594c5634",16.7165,-29.1353,"WSAF","Leaf Wax dD","Leaf Wax (dD)",9869,59.5,46.5,"Annual","P","Other"
"207","GeoB9307_3.Weldeab.2014","WEBf23684ea",37.38,-18.565,"ESAF","Leaf Wax dD","Leaf Wax (dD)",11707,168,168.5,"Annual","P","Other"
"208","George.Coventry.1976","OLS_RfoenkHHXTE",149.42,-35.08,"SAU","Lake Deposits","Lake Deposits",10319,1149,2252.5,"Annual","P-E","Oxford Lake Levels Database"
"209","George.Hutchinson.1981","OLS_Ree2SxMXXUS",-73.65,43.52,"ENA","Lake Deposits","Lake Deposits",10319,1149,2240,"Annual","P-E","Oxford Lake Levels Database"
"210","Giecz.Milecka.2002","RpYd7okuDNC",17.36,52.32,"WCE","Pollen","Pollen (calibrated)",8899.49,116.955,112.825,"Annual","P","Marsicek et al. (2018)"
"211","Giering.Bortenschlager.1976","RoQBLzSQYHp",12.36,47.47,"WCE","Pollen","Pollen (calibrated)",10782.9,154.110000000001,158.675,"Annual","P","Marsicek et al. (2018)"
"212","Gitanga.Bonnefille.2000","WEB1392075b",29.77,-3.7,"SEAF","Pollen","Pollen (calibrated)",11066,140,140,"Annual","P","Other"
"213","Glaswaldsee.EPD","REjj8NMSM7V",8.25,48.43,"WCE","Pollen","Pollen (calibrated)",9898.45,50.1349999999993,50.6099999999997,"Annual","P","Marsicek et al. (2018)"
"214","Gnotuk.Barton.1980","OLS_RSllKp5JECx",143.1,-38.22,"SAU","Lake Deposits","Lake Deposits",10319,1149,2384,"Annual","P-E","Oxford Lake Levels Database"
"215","GodziszewskieLake.Miotk.1986","RJaFOTa0XwG",18.55,54.09,"WCE","Pollen","Pollen (calibrated)",9308.78,83.8400000000001,83.52,"Annual","P","Marsicek et al. (2018)"
"216","Golhisar.Eastwood.2007","WEB488f78ac",29.5992,37.1157,"MED","Lake Sediment d18O","Lake Sediment (d18O)",10257,74,74,"Annual","P-E","Other"
"217","GondoAlpjen.Welten.1982","Rs3bI0g8Aq4",8.11,46.21,"WCE","Pollen","Pollen (calibrated)",6426.31,143.08,145.4,"Annual","P","Marsicek et al. (2018)"
"218","Gonghai.Ding.2017","WEBbc36fb7b",112.14,38.54,"EAS","Pollen","Pollen (calibrated)",11985,10,10,"Annual","P","Other"
"219","Gosciaz.Welten.1982","RGak7UeREOd",19.35,52.58,"WCE","Pollen","Pollen (calibrated)",10977.95,50.3099999999999,50.4449999999999,"Annual","P","Marsicek et al. (2018)"
"220","Goshen.Delcourt.1980","OLS_RQv9p2EkWQ6",-86.13,31.72,"ENA","Lake Deposits","Lake Deposits",10319,1149,3155,"Annual","P-E","Oxford Lake Levels Database"
"221","Gould.Anderson.2008","M2Lu2k2nnhdP",-69.32,44.98,"ENA","Pollen","Pollen (calibrated)",10918,225.5,233,"Annual","P","Marsicek et al. (2018)"
"222","GraechenSee.Krisai.2006","RskaxNZ40os",7.85,46.2,"WCE","Pollen","Pollen (calibrated)",8293.31,92.6100000000001,96.5800000000002,"Annual","P","Marsicek et al. (2018)"
"223","Graham.Fuller.1997","M2Lzsk1zcgbP",-77.35,45.18,"ENA","Pollen","Pollen (calibrated)",10979,39,39,"Annual","P","Marsicek et al. (2018)"
"224","GrandeBriere.Visset.1979","RIBzGLM5ejn",-2.25,47.37,"WCE","Pollen","Pollen (calibrated)",4698.07,115.88,116.39,"Annual","P","Marsicek et al. (2018)"
"225","GravelRidge.Lamb.1985","M2Lshgmsvh4P",-62.63,55.03,"NEN","Pollen","Pollen (calibrated)",7232,178,187,"Annual","P","Marsicek et al. (2018)"
"226","Grenadier.McAndrews.1988","M2Lo47ecl22P",-79.47,43.64,"ENA","Pollen","Pollen (calibrated)",4619,50,50,"Annual","P","Marsicek et al. (2018)"
"227","GreyIslands.Cullen.2002","M2Ljqtti73vP",-55.52,50.77,"NEN","Pollen","Pollen (calibrated)",10816,144,144,"Annual","P","Marsicek et al. (2018)"
"228","GRIP_accumulation.Vinther.2006","GHd57f7596",-37.63,72.58,"GIC","Glacier Ice","Glacier Ice",11990.435,3.5,3.59999999999991,"Annual","P","Other"
"229","GrottedePiste.AitBrahim.2018","S2LRUj7txiX4BK",-4.246,33.95,"MED","Speleothem","Speleothem (d18O)",11414.0067727601,11.5071392599993,11.5055865999998,"Winter","P-E","SISAL"
"230","Gunnarsfjorden.Allen.2007","PYTU06V9X6E",28.17,71.04,"NEU","Pollen","Pollen (not calibrated)",9091.922,98.5749999999998,98.5749999999998,"Summer","P","Arctic Holocene"
"231","Gunnarsfjorden.Allen.2007","WEBf55e2a4d",28.17,71.04,"NEU","Pollen","Pollen (not calibrated)",9091.922,98.5749999999998,99.7630000000004,"Winter","P","Arctic Holocene"
"232","Gunnarsfjorden.Allen.2007","WEB09437cc2",28.17,71.04,"NEU","Pollen","Pollen (calibrated)",9091.922,98.5749999999998,98.8949999999995,"Annual","P","Arctic Holocene"
"233","GunNuur.Chen.2008","GHa7a4074f",106.6,50.25,"ESB","Other","Other (not calibrated)",9200,50,500,"Annual","P-E","Other"
"234","Gunung-budacavesnailshellcave.Partin.2007","S2LRvbxKcEircj",114.48,4.02,"SEA","Speleothem","Speleothem (d18O)",11955,40,40,"Annual","P","SISAL"
"235","Haengstli.Heeb.1972","R6YaXazdGxd",7.83,46.79,"WCE","Pollen","Pollen (calibrated)",7622.67,156.545,157.030000000001,"Annual","P","Marsicek et al. (2018)"
"236","Hail.Cwynar.1995","PYTV2PX0LWU",-129.02,60.03,"NWN","Pollen","Pollen (calibrated)",11267,138,139,"Annual","P","Arctic Holocene"
"237","Hams.Bennett.1987","M2Lqo8054tzP",-80.41,43.24,"ENA","Pollen","Pollen (calibrated)",10840,120.5,128,"Annual","P","Marsicek et al. (2018)"
"238","Harding.Finkenbinder.2014","WEB6b4c459e",-146.85,64.42,"NWN","Other","Other (not calibrated)",11910,48,48,"Annual","P-E","Other"
"239","Harding.Finkenbinder.2014","WEBccba2853",-146.85,64.42,"NWN","Other","Other (not calibrated)",11900.8,9.59999999999945,9.60000000000036,"Annual","P-E","Other"
"240","Harrie.King.1986","M2L54vbu2i5P",-66.95,52.93,"NEN","Pollen","Pollen (calibrated)",6708,238.5,249,"Annual","P","Marsicek et al. (2018)"
"241","HassiElMejna.Fontes.1985","OLS_R2KxxymoXwo",2.3,31.5,"MED","Lake Deposits","Lake Deposits",10319,1149,1147.5,"Annual","P-E","Oxford Lake Levels Database"
"242","HavredeCrabec.Coutard.2006","R8W6jDGV91W",-1.28,49.68,"WCE","Pollen","Pollen (calibrated)",6832.87,127.29,127.29,"Annual","P","Marsicek et al. (2018)"
"243","HawkeHillsKettle.Macpherson.1982","M2Li113vmomP",-53.13,47.32,"NAO","Pollen","Pollen (calibrated)",7681,204,204,"Annual","P","Marsicek et al. (2018)"
"244","HealLake.Brown.2006","WEB7ec5f35f",-123.46,48.54,"WNA","Pollen","Pollen (calibrated)",10922,187,193,"Annual","P","wNA"
"245","HermitLake.Anderson.2018","WEBc47af866",-105.631,38.0879,"WNA","Pollen","Pollen (not calibrated)",11876,245,262,"Winter","P-E","wNA"
"246","Heshangcave.C..2008","S2LR984dImqQzT",110.4167,30.45,"EAS","Speleothem","Speleothem (d13C)",9470,2,2,"Summer","P","SISAL"
"247","HiddenLakeCO.Shuman.2009","GHf7751317",-106.607,40.505,"WNA","Other","Other (not calibrated)",7850,50,50,"Annual","P-E","Other"
"248","High.Fuller.1997","M2Lydw4f4fbP",-76.6,44.52,"ENA","Pollen","Pollen (calibrated)",10566,40.5,45,"Annual","P","Marsicek et al. (2018)"
"249","Hinterburgseeli.EPD","RMfVr02uVbM",8.07,46.72,"WCE","Pollen","Pollen (calibrated)",10918.27,143.79,149.43,"Annual","P","Marsicek et al. (2018)"
"250","HodellMiragoane1991","LPDfdd2a0239",-73.05,18.4,"CAR","Lake Sediment d18O","Lake Sediment (d18O)",11972.727,17.5920000000006,17.5920000000006,"Annual","P-E","Other"
"251","Hollywoodcave.Whittaker.2011","S2LR508v90zCF5",171.47,-41.95,"NZ","Speleothem","Speleothem (d13C)",4130.8113,11.49975,11.481,"Annual","P-E","SISAL"
"252","Honeymoon.Cwynar.1991","PYTTN37MLUC",-138.4,64.63,"NWN","Pollen","Pollen (calibrated)",10778,116.5,142,"Annual","P","Arctic Holocene"
"253","Hongyuan.Yu.2006","GH28d0af42",102.5167,32.7667,"EAS","Other","Other (not calibrated)",11470,20,20,"Summer","P","Other"
"254","Hook.Winkler.1985c","OLS_RpZvDDmAq2c",-89.33,42.95,"ENA","Lake Deposits","Lake Deposits",10319,1149,3590,"Annual","P-E","Oxford Lake Levels Database"
"255","HopeSimpson.Engstrom.1985","M2Lxlcip96qP",-56.43,52.45,"NEN","Pollen","Pollen (calibrated)",10517,213,213,"Annual","P","Marsicek et al. (2018)"
"256","Hoqcave.VanRampelbergh.2013","S2LRAwkFTDejje",54.3543,12.5866,"ARS","Speleothem","Speleothem (d18O)",5625.91,7.84799999999996,7.84799999999996,"Winter","P","SISAL"
"257","Hoqcave.VanRampelbergh.2013","S2LRYaQyDMwILZ",54.3543,12.5866,"ARS","Speleothem","Speleothem (d13C)",5625.91,7.84799999999996,7.84799999999996,"Winter","P","SISAL"
"258","Hoqcave.VanRampelbergh.2013","S2LRDg1jlgbIn8",54.3543,12.5866,"ARS","Speleothem","Speleothem (d18O)",4576.21,10.6200000000001,10.6200000000001,"Winter","P","SISAL"
"259","Hoqcave.VanRampelbergh.2013","S2LRpSzKt5ew3h",54.3543,12.5866,"ARS","Speleothem","Speleothem (d13C)",4576.21,10.6200000000001,10.6200000000001,"Winter","P","SISAL"
"260","Hovsgol.Chen.2008","GHae9e3b57",101.2,51,"ESB","Other","Other (not calibrated)",11000,50,1200,"Annual","P-E","Other"
"261","Huagapocave.Kanner.2013","S2LRBXVhP2hFuP",-75.79,-11.27,"NWS","Speleothem","Speleothem (d18O)",7155.053928,5,5,"Summer","P","SISAL"
"262","HulunLake.Wen.2009","LPDc4757948",117.5,49.13,"ESB","Pollen","Pollen (calibrated)",11009.2,73.2000000000007,73.2000000000007,"Annual","P","Other"
"263","HumberPond3.McAndrews.1989","M2L9li5gg0hP",-79.48,43.64,"ENA","Pollen","Pollen (calibrated)",4090,78,88.5,"Annual","P","Marsicek et al. (2018)"
